菜品味道不错上菜速度很快。但是！！！服务真的是超差，除了上菜那一下，服务员就和不存在一样。和服务员说个话，都不回答的。直到后面朋友去和他们公司检查的反应了问题之后才给倒了一次水,好
记忆中的耶里夏丽是来上海较早的连锁型新疆餐厅，特色在于吃饭时也能看表演！！！,好
周六和老公骑车，骑了一上午找了家餐厅吃一吃。,好
上周六又去吃了，结果吃了一肚子火。先是坐下五分钟硬是没服务员点餐，害得我不得不大着嗓门喊，这倒还好吧。接下来点羊肉串，我说辣的和不辣的给分开，有小朋友吃不了辣，上一次就给我放一个盘子里了，放一个盘子里就分不开了。结果我说话的同时服务员死活非要一起说话，几次都是，我不得不再次重复我的话，剩的她没听清，到这里我都忍了。,好
不错，去过好几次，还想去………………,好
好久没有来了，今天因为在附近买灯弯过来顺便吃个饭的，差不多5点左右的时间，以前这里很多人等位，现在跑进去，里面好多空位，人气明显不足，我们三个人点了一份烤羊腿，点过没多久就上桌了，只有温温的，边缘还有好几个焦黑的，叫来服务员问时，说他们家羊腿不是现烤的，是早烤好了，微波炉加热的，真是很倒胃口。点了一壶奶茶竟也是温的，口味倒还好。又点的一份淑麻鸡，可能冷盘的关系，味道还是一如既往地好吃??，再点了4串羊肉串和一个烤爙都还不错??。他们现在没有什么活动，所以结帐时要260元。性价比不高。服务员态度都还可以。周围环境很一般，本来按排我们坐在中央，为了方便等下可以看演出，因为他们每晚都会有新疆人跳舞。但是因为我先生觉得那样坐不舒服，所以我们换边上坐，还没开始演出，我们就已经吃完走了。,好
每次路过都人好多，望而却步。这次叫的外卖，很快就送到了，外卖小哥大大好评。,好
6点钟去排队的时候人满为患，顶着前面8桌的压力果断选择先按摩，果然8点来的时候直接就有空位。最近狂想吃烤羊肉串，尤其是他们家的炒面，想想有些小激动。,好
中午有表演，很熱鬧。環境一般般。性價比還是ok。超級大盤雞真的好大一份。十幾個人也吃不完！奶茶師不加糖的。,好
昨晚去吃的，老友相聚就选这家了，印象一直不错，只是感觉没有以前热闹体验好了！与之前相比弱化体验的有:,好
吃了好多次好多次，到今天觉得不如以前了。羊肉串温温的，所以味道缺了点，而且有两串上几乎都是肥肉，难以下嘴。大盘鸡发现鸡肉的量好少，以前一直觉得三个人吃不了，今天竟然光盘？鸡太少了，全靠土豆了。那怕里勇还是很好吃的，炒馕里面只有一点肉沫，肉片也找不到。虽然吃饱了，但的确不如以前了。,好
1.环境：有舞蹈表演,好
上次在宝山的耶里夏丽吃过一次，味道不错，所以满怀信心的来到这家店吃，没想到味道差异有点大。凉皮不知道是放久了还是怎么回事一段一段不劲道，羊肉串味道一般般，大盘鸡里面土豆非常多，今天有点儿失望。,好
DinnerTime,好
总体来说一般般吧，主要是菜上来的时候都冷了。,好
第一次去也是最后一次，不喜欢被硬拉上去跳舞的感觉，能尊重一下食客吗，不想去你就自己跳呗，我是来吃饭的不是来违背自己意愿的。食物较粗糙西北风。,好
挺好吃的新疆菜，手抓饭很好吃，一个奶酪味的点心超赞！,好
加班听晚了又嘴馋，想到附近有耶里夏丽去跑去吃了，过了饭点都不用排队，第一次去它家没排队额。。。点了几个简单的菜：番茄炖牛肉，新疆小炒和一份新疆拌面。番茄牛肉里面的牛肉不多，不过新疆小炒还不错，拌面的话也还行。。。可能晚了，服务员也有点懒散,好
郭小艳的服务很好，菜也好吃，就是有点吵,好
新疆菜不是最出名就是大盘鸡吗但是真的很难吃～点的每一个菜都很难吃,好
公司边上所以去过比较多次最近一次去我们点完东西后服务员说“你们这吃不饱的”我们很疑惑但她斩钉截铁的态度外加一脸很了解我们食量的架势打动了我们于是我们加了些菜结果加的那些都没吃掉,好
请商家取消用大众点评给员工考评的管理方式！客人是来用餐的，每次在用餐途中被打扰为服务员做好评评价是很困扰的。,好
口感好价格优惠自我感觉草赞！,好
菜品可以，环境不错，但是服务一般。。。,好
新疆人蛮热情的饭点还有舞蹈表演菜品量大实惠每次都能吃撑,好
这家店生意很好，但是讲真，感觉除了烤羊腿味道还不错，其他味道一般，因为我们去的时候很多招牌菜都没了，例如凉皮跟手抓饭，有机会一定要再去一次！！,好
不吃羊的我跟着一群人去吃了一个烤全羊，量太足以至于没有13个人也没吃完,好
中午，人太多。多数为套餐。羊排也是温的。,好
很一般，其他无功无过。印象最差的就是大盘鸡！,好
丁丁炒面不是什么新疆特色菜，但口味不错，酸酸的口感，有面有蔬菜，面很Q。以后自己也可以尝试用意面做。,好
真心不想写差评，但再不提醒下，估计要每况愈下了。羊肉串上来是冷的，服务员忙不过来，菜品质量也在下降。,好
又来吃了这次挺失望的东西都闲的可以新出的番茄海鲜汤一点不好喝很腥看来吃牛羊肉的店还是不适合吃海鲜估计都是冰冻的本来以前表演时半小时一场六点多开始今天等到七点半都没有什么意思？而且店里的店员每次去都会要求你大众好评然后还要打他们名字难道有提成？感觉很不好,好
去过南京路那家然后想念好久终于来了失望。这家离家最近不过也是搭地铁过来的。羊肉串上来就是温的吃到后面已经冷了新疆小炒很一般太没味要了碗辣椒全放进去了才有味。牛奶饭还可以。找不同俩服务员要了两次水最后也没上来。哎我自己是再不想去这家了,好
我都不记得多久没吃耶里夏丽了。为了庆祝国庆节这个坎终于过了。所以去吃了个晚饭,好
朋友推荐，特意去拔草。椒麻鸡太咸了，烤肉一般，没有北京巴依老爷的好吃，汤饭还不错。大盘鸡和各类拌饭没有什么特别出众之处，总体来说，是一家普通的新疆馆子。,好
我就想知道是哪个“天才”想出来的点子，为了省钱用一次性软纸杯装奶茶的？***一路颠簸过来，一壶三杯全部塌掉漏光！菜品口味好不等于你们就可以服务不用心不用脑ok?,好
夜里夏利的姐妹店吗，哈哈哈，，,好
每家分店都差不多，人气都很旺，菜品总的来说还行，但是特色不足，失望的是吃了3家分店，每一家的羊肉串上来的时候都不够烫，希望只是给我烤好了但是特地凉了凉拿上来的,好
我为什么要给三星!是因为我一共来吃了两次晚餐，两次都没吃到抓饭!第一次晚了，今天我特地6点多来吃结果还是没有!我们大老远的来每次要啥没啥上次也是点的很多菜都没有了!这次直接没给我写上去傻等了半天只能要了的丁丁炒面凑合一顿饭吃了半天就是干等!!太失望了以前和同事吃午饭不是这样的!不会再来了如图就这样一碗面在吃还等了15分钟!微信都刷了好几遍了,好
新疆菜吃了好几家，觉得都差不多。。,好
