耶里夏丽我已经吃过很多次了，属于常客，客观来讲非常不错。这次光顾第一次点了烤羊腿，但是相对于其他菜品，烤羊腿也算是耶里夏丽的特色菜品了，但是今天这个菜下面铺放的隔盘纸非常的不好，不仅用了一张印有汉堡包的纸，而且还是印刷面与食物接触。我们在用餐的时候发现了以后，和服务员，领班都有了沟通，也只是微微一笑，也没有哪怕是盘体的更换，后来与一位公司派下来监督的人员反应（张*峰），听完以后也没做任何反应，我也是很费解，都不做事情的么？所以这次用餐非常不开心，也让我对耶里夏丽的印象大打折扣，尤其是东方路店。所以差评。,很差
羊肉串都是凉的，带着希望去，失望的回来，那个烤鱼一点也不入味，娜帕里勇硬硬的，不是知道是就是那样还是怎么回事，服务员还挺好的,很差
打了个预订电话，马上决定不去吃了！为什么呢，服务态度很差，说四个人的位子不接受预定！问原因，直接就挂机了！素质如此之差！说实话，这家店出了羊排和大盘鸡，还有什么能拿得出手的菜！这种态度还要在上海存活下去难吧！看在你们老板还是我校友的份上，我也就不说了！,很差
现在越做越难吃了，咸不说面硬的咬不动、抓饭的米夹生。羊蹄都没炖软咬不动。服务更是差的叫了也不理！以后再也不来吃了！,很差
蕨根粉咸死个人，无法下咽,很差
差评！！！初五订了12人大桌包房，竟然不提供转盘！闻所未闻，服务员还很不屑。菜基本都是冷的，上菜不分冷热先后顺序！,很差
69元的辣子鸡、大盘肚上来都吓死了，小就算了还不好吃，蒙别人还可以，哪里是新疆口味。新疆拌面？过油肉还是家常？就是个乱七八糟的菜盖面，还说什么大中午没有，因为有人包了三十份，主食没有叫什么吃饭？加上奶茶和两个面，400块钱，本姑娘过生日来吃个家乡口味，就给我这个鬼么？,很差
我想说这只是家名气大但是菜品质量不敢恭维的新疆餐厅，作为土生土长的新疆人，看到盖菜面一样小的拌“面”、丁丁炒面、干煸炒面，川菜做法的小份辣子鸡，小份“大”盘肚，内心是崩溃的，真心不推荐，徒有其名而已。,很差
在国际大拌菜里面居然吃出了一个美甲片！这个真的无法接受,很差
服务员太坑了，两个人，点菜的时候服务员一直说太少太少，羊排就一小口那么大。结果上菜，你告诉我谁的口能一口吃下。最后浪费这么多。服务员叫吕三根！！！,很差
